#,Shipment_ID,Molecule Name,HS Code,Formulation,Exporter Country,Importer Country,Shipment Month,Volume (KG),Unit Value (USD/KG),Total Value (USD),Trade Type,Mode of Transport,Port of Loading,Port of Discharge,Incoterm,Manufacturer,Customs Status,Data Source Tag
249,EXIM-683635,Faricimab,3004.90,Intravitreal,South Korea,Germany,Nov-24,1163.3,1155.16,"1,343,797.63",Re-export,Courier,Busan,Frankfurt Air,FOB,Sun Pharma,Cleared,EXIM_MOCK_v1
250,EXIM-725874,Faricimab,3004.90,Intravitreal,Brazil,Germany,Mar-24,8780.6,309.74,"2,719,703.04",Re-export,Road,Santos,Frankfurt Air,DDP,Sun Pharma,Under Review,EXIM_MOCK_v1
251,EXIM-650916,Faricimab,3004.90,Intravitreal,India,Switzerland,Mar-25,9399.2,1012.55,"9,517,159.96",Export,Road,Delhi Air,Zurich,DDP,Dr. Reddy's,Released with Bond,EXIM_MOCK_v1
252,EXIM-323717,Vonoprazan,3004.90,Oral Tablet,Germany,Australia,Feb-24,11804.6,195.45,"2,307,209.07",Re-export,Courier,Frankfurt Air,Sydney,DAP,Dr. Reddy's,Cleared,EXIM_MOCK_v1
253,EXIM-801432,Vonoprazan,3004.90,Oral Tablet,France,UK,Jun-24,5443.9,266.04,"1,448,295.16",Re-export,Courier,CDG Paris,Heathrow,DAP,Lupin,Cleared,EXIM_MOCK_v1
254,EXIM-934883,Vonoprazan,3004.90,Oral Tablet,UK,Canada,Apr-24,13572.2,738.37,"10,021,305.31",Re-export,Courier,Felixstowe,Vancouver,CIF,Hetero,Cleared,EXIM_MOCK_v1
255,EXIM-783176,Vonoprazan,3004.90,Oral Tablet,USA,South Korea,May-24,8126.5,342.98,"2,787,226.97",Re-export,Courier,Los Angeles,Busan,EXW,Hikma,Cleared,EXIM_MOCK_v1
256,EXIM-802897,Vonoprazan,3004.90,Oral Tablet,China,Japan,Sep-24,1281.1,119.67,"153,309.24",Re-export,Courier,Shanghai,Tokyo Narita,DAP,Hetero,Cleared,EXIM_MOCK_v1
257,EXIM-124906,Vonoprazan,3004.90,Oral Tablet,France,Switzerland,Apr-24,12981,511.93,"6,645,363.33",Re-export,Air,CDG Paris,Geneva,CIF,Hetero,Cleared,EXIM_MOCK_v1
258,EXIM-527433,Vonoprazan,3004.90,Oral Tablet,South Korea,Netherlands,Jun-24,616.4,92.53,"57,035.49",Re-export,Sea,Incheon,Amsterdam Schiphol,EXW,Torrent,Cleared,EXIM_MOCK_v1
259,EXIM-892682,Vonoprazan,3004.90,Oral Tablet,Japan,Canada,Nov-24,6096.5,383.1,"2,335,569.15",Re-export,Rail,Tokyo Narita,Toronto Pearson,CPT,Lupin,Cleared,EXIM_MOCK_v1
260,EXIM-395192,Vonoprazan,3004.90,Oral Tablet,Italy,Australia,Jan-24,10528.2,91.74,"965,857.07",Re-export,Courier,Genoa,Sydney,FOB,Hetero,Released with Bond,EXIM_MOCK_v1
261,EXIM-764845,Vonoprazan,3004.90,Oral Tablet,Netherlands,South Korea,Jul-24,5956.9,794.56,"4,733,114.46",Re-export,Rail,Amsterdam Schiphol,Busan,CIF,Cipla,Under Review,EXIM_MOCK_v1
262,EXIM-700538,Vonoprazan,3004.90,Oral Tablet,Germany,UK,Nov-24,13310.3,1158.61,"15,421,446.68",Re-export,Road,Hamburg,Heathrow,FOB,Dr. Reddy's,Under Review,EXIM_MOCK_v1
263,EXIM-292930,Belzutifan,3004.90,Oral Tablet,Japan,Australia,Sep-24,14207.3,369.11,"5,244,056.50",Re-export,Road,Tokyo Narita,Sydney,CIF,Hetero,Cleared,EXIM_MOCK_v1
264,EXIM-804313,Belzutifan,3004.90,Oral Tablet,China,France,Feb-25,3828.5,141.97,"543,532.15",Re-export,Courier,Shanghai,Marseille,FOB,Hetero,Cleared,EXIM_MOCK_v1
265,EXIM-204904,Belzutifan,3004.90,Oral Tablet,USA,UK,Feb-24,3001.4,698.81,"2,097,408.33",Re-export,Road,Houston,Heathrow,EXW,Hetero,Under Review,EXIM_MOCK_v1
266,EXIM-946934,Belzutifan,3004.90,Oral Tablet,Brazil,France,Feb-24,13506.8,384.75,"5,196,741.30",Re-export,Rail,Santos,Marseille,EXW,Torrent,Released with Bond,EXIM_MOCK_v1
267,EXIM-812591,Belzutifan,3004.90,Oral Tablet,UK,South Korea,Mar-24,122.2,299.18,"36,559.80",Re-export,Sea,Felixstowe,Incheon,CPT,Mylan,Cleared,EXIM_MOCK_v1
268,EXIM-966589,Belzutifan,3004.90,Oral Tablet,Italy,UK,Mar-25,7225.3,537.2,"3,881,431.16",Re-export,Road,Milan Malpensa,Felixstowe,DDP,Cipla,Cleared,EXIM_MOCK_v1
269,EXIM-906564,Belzutifan,3004.90,Oral Tablet,Germany,Australia,Apr-24,3985.4,1064.17,"4,241,143.12",Re-export,Air,Hamburg,Melbourne,CPT,Sun Pharma,Cleared,EXIM_MOCK_v1
270,EXIM-909652,Belzutifan,3004.90,Oral Tablet,Australia,China,Mar-25,598,316.44,"189,231.12",Re-export,Courier,Melbourne,Shanghai,DDP,Teva,Under Review,EXIM_MOCK_v1
271,EXIM-989173,Belzutifan,3004.90,Oral Tablet,Australia,Netherlands,Feb-25,4400.4,560.32,"2,465,632.13",Re-export,Courier,Sydney,Rotterdam,FOB,Teva,Cleared,EXIM_MOCK_v1
272,EXIM-476224,Belzutifan,3004.90,Oral Tablet,Netherlands,Australia,Nov-24,2529.4,619.39,"1,566,685.07",Re-export,Rail,Rotterdam,Melbourne,CIF,Torrent,Under Review,EXIM_MOCK_v1
273,EXIM-506945,Belzutifan,3004.90,Oral Tablet,India,Brazil,Jan-25,7340.3,80.12,"588,104.84",Export,Road,JNPT Mumbai,Sao Paulo GRU,CIF,Hetero,Cleared,EXIM_MOCK_v1
274,EXIM-785428,Belzutifan,3004.90,Oral Tablet,South Korea,Canada,Mar-25,744.2,1176.8,"875,774.56",Re-export,Road,Incheon,Vancouver,FOB,Mylan,Released with Bond,EXIM_MOCK_v1
275,EXIM-956934,Belzutifan,3004.90,Oral Tablet,Japan,UK,Oct-24,9817.4,1003.39,"9,850,680.99",Re-export,Courier,Osaka Kobe,Felixstowe,EXW,Aurobindo,Cleared,EXIM_MOCK_v1
276,EXIM-180832,Belzutifan,3004.90,Oral Tablet,Switzerland,UK,Aug-24,11900.2,1065.17,"12,675,736.03",Re-export,Air,Geneva,Heathrow,DAP,Hikma,Under Review,EXIM_MOCK_v1
277,EXIM-950576,Belzutifan,3004.90,Oral Tablet,Canada,Italy,May-24,3212.2,228.35,"733,505.87",Re-export,Road,Toronto Pearson,Genoa,DAP,Hetero,Cleared,EXIM_MOCK_v1
278,EXIM-355506,Belzutifan,3004.90,Oral Tablet,UK,Netherlands,Feb-24,7248.7,577.18,"4,183,804.67",Re-export,Sea,Felixstowe,Rotterdam,DAP,Hetero,Under Review,EXIM_MOCK_v1
279,EXIM-288783,Belzutifan,3004.90,Oral Tablet,India,China,Oct-24,8905.6,166,"1,478,329.60",Export,Courier,JNPT Mumbai,Shenzhen,FOB,Sun Pharma,Under Review,EXIM_MOCK_v1
TOTAL,,,,,,,,,,"1,264,719,463.59",,,,,,,,
